fname,highway,countryside,city
data\sim0z2ipc7yyc2m3qitovu\3137081833210078.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\4370624156282225.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\509174690494614.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\146266134189810.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\277387107415191.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\500656817845314.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\4338261732864480.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\144267931067518.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\222244669427589.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\1938901692927410.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\803634600279010.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\570090547304928.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\651678482887807.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\1926769647478778.jpg, 0, 0, 1
data\sim0z2ipc7yyc2m3qitovu\3802711449964852.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\934649594053215.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\533795984300052.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\358431899184222.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\334382018254938.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\810375799864244.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\304694891196111.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\1345553932493702.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\967863007294914.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\2643097305983288.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\899253167474194.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\578610656810782.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\324976269146877.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\250754076810792.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\294732252333356.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\837140917008379.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\336547397825840.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\2837562433149689.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\379187436832844.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\791295864913827.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\189324929737735.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\480219309708348.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\186423029928216.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\333275241566162.jpg, 0, 0, 1
data\sim0z2ipc7yyc2m3qitovu\1267838546984263.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\812875452672904.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\472981210470392.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\144921654341886.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\134088562118126.jpg, 0, 0, 1
data\sim0z2ipc7yyc2m3qitovu\320542293079423.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\172565128036312.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\160431336043466.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\312002447132082.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\1184270602090680.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\479948353113229.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\1926704740814452.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\939377446631712.jpg, 0, 0, 1
data\sim0z2ipc7yyc2m3qitovu\2993322034232464.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\511682000260007.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\383629969642664.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\197735502200790.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\204145338198596.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\217588443288058.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\161359345878450.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\395904171542618.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\863377664387398.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\197631388881813.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\353679642755788.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\535970117616257.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\509023187097700.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\477712820153168.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\544602656559395.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\785326555460091.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\4215840248450967.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\473661053737806.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\1001232796947889.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\462463601610314.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\895281651038383.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\154119016690946.jpg, 0, 0, 1
data\sim0z2ipc7yyc2m3qitovu\1832729360234016.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\970335903797977.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\314469440301791.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\298133691861533.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\1435866050087157.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\516772896368349.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\483483456040284.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\634665364083333.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\167520611982466.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\469304367704028.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\938263510299748.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\212232540713485.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\965620280878643.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\305993800997117.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\160933226004733.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\1655429477992999.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\931184370998568.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\574468600184722.jpg, 0, 0, 1
data\sim0z2ipc7yyc2m3qitovu\314262500188836.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\171875908201246.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\2840322646220170.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\325554262260681.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\288672796234593.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\760669701303766.jpg, 0, 0, 1
data\sim0z2ipc7yyc2m3qitovu\2211082142360228.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\4193549277374668.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\2913828718862955.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\313045400322287.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\987344445340291.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\179022134138523.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\776976653190227.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\322006922717655.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\508519210272126.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\3976450722392838.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\306524944295864.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\512862413228823.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\393108175195953.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\1166415933821449.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\610133793278226.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\953192235475116.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\478656780132236.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\478471476718811.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\382805896452724.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\497059658199535.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\208604534440490.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\335414618190693.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\224002122556794.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\491426905316086.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\174888514552622.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\472500964007037.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\219619489714784.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\492342955152024.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\224398605855072.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\166821738720862.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\306527314389808.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\531691751159143.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\303085584856961.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\2241839782614486.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\487554405868093.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\4212094195488658.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\1691147981073176.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\294616922321582.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\326910752339716.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\261578652415361.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\2838188416432726.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\895124607705732.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\771389626787025.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\376897497096453.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\2564862340485629.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\208782911061904.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\195933102401392.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\478465343462285.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\355862859304021.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\223251169309266.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\312686147123225.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\1166906270442543.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\3028156617465020.jpg, 0, 1, 0
data\sim0z2ipc7yyc2m3qitovu\779061336308205.jpg, 0, 0, 1
data\sim0z2ipc7yyc2m3qitovu\378001533636871.jpg, 1, 0, 0
data\sim0z2ipc7yyc2m3qitovu\253771369858908.jpg, 1, 0, 0
data\6pgyut9hn6dkx02n073etd\370917794254850.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\372210557408633.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\942387529921810.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\1195409057562254.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\754177791919227.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\2844307422565061.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\484955665985166.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\4021871141206137.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\213489450204713.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\550799636282396.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\469773374124142.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\558308525134257.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\471883737262118.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\529121644921975.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\2902748843333628.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\289505726127915.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\871506753429197.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\2882422142075605.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\881511182427290.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\510346986653065.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\812370059691620.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\936805567174941.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\483169329498238.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\796181717938807.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\536354837365839.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\248619957040545.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\842792673248028.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\765492507483000.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\2935579530059957.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\288095396100865.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\1179511535823862.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\927137501433643.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\189871399623185.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\281778700341980.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\514683076368036.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\470703160868607.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\173183987918586.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\958942231600539.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\319472152866999.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\2900858980126479.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\473101663761356.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\922838775184878.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\457980731960339.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\494525651992291.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\859359431314318.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\459101118725368.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\963721177499212.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\313943710206942.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\2645113079122713.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\295322448988728.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\3985684081499308.jpg, 0, 1, 0
data\6pgyut9hn6dkx02n073etd\1157086148045627.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\524787142213385.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\595415631839774.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\318570426441141.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\176927421017606.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1169752713451377.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\2840371822879276.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\176010497785873.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1124377721391233.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1180339465725666.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1844572779044412.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\286214263203266.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1787673364767134.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\535798577431232.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\336183334589635.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\330184575360384.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\272604641264968.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\139647781552977.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\165048988904239.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\184635316885825.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\551670925831561.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\4813209848695557.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\785339372372935.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\761925654495080.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\228259608709924.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\931135824332373.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\315812500045459.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\981861772558446.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\806898583536026.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\887768292091545.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\2436657086477717.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\118850420268223.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\147274484086300.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\3974040782633514.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\330917938552024.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1640913576119010.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\4106022619441180.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\299836718452375.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\588453612084130.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1060216197719923.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\335490337940886.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\314512540131638.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1612628738946634.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\983836275790390.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\223347512624661.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\827658401180746.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\274026101125319.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\4349860231691919.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\158968366191973.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\375406667533208.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\470838374002755.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\586853085565565.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\219601759725399.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1002793720125630.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\142598561239209.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\308119450810593.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\189263856395953.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\377321477042340.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\547851286374985.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\4257968584256035.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\214318360313909.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1285646455171087.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\982925682548590.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\959210071589824.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\315481220236942.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\256584039576514.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\2881619592086968.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1160198444498189.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\539066147441400.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\780790159296676.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\633493161384243.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\3999311113483810.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\477936789988960.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\619887546075679.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1177745499338669.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\484457892668629.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\342194850663523.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\214171910333249.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1684768818391458.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\503104664212994.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\2585666828404431.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\923330675119098.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\205284968096981.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\552806985712177.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\540640036951992.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\475363903684575.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1986141354876334.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\193058739336250.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\952566358890228.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1149431025576004.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\2941612636160447.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\818582429068504.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\797138680950503.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\506286597451524.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\758284904739120.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1162488080933810.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\326146942222453.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\775276619844858.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\309995617374431.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\512097749987107.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\2974622749474162.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\315956316717672.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1945818515568969.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\219047253116723.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\488172959158911.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\839523926649123.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\321783652853366.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\6185738644784896.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\443634043378638.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\480967979879140.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\529228881789800.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\543338913701769.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\386016956013991.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1716250201894686.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\2980958928790738.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1097806740629641.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1554508098273912.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\316059679991364.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\997183517693579.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1798360747034722.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\999775067495447.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\247382557164488.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\139838294865883.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\506576617361286.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\305979471198164.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\300583318394676.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\148909410494892.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\523958355268799.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\170476081673775.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\328118632168623.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\985201598888456.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\2657758677850891.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\514795906206252.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\991677308251087.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\316329223230800.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\305009831116430.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1118817578628078.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\301472461583561.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\188331529721473.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\481052272954516.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\2964176453908601.jpg, 0, 1, 0
